WEEK,PRODUCT,CATEGORY,MANUFACTURER,BRAND,SUBCATEGORY,SIZE,UNITS,SALES,BASE_PRICE,PRICE,INVENTORY
10/14/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,3,84.69,29.99,28.23,14
10/14/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,19,21264.8,1199,1119.2,0
10/21/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,9,11165.94,1249,1240.66,6
10/21/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,8344,1099,1043,18
10/21/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,1,1184.14,1199,1184.14,19
10/21/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,1,1094.61,1099,1094.61,5
10/21/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,14038.32,1249,1169.86,17
10/21/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,15,427.65,29.99,28.51,20
10/21/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,8,7950.96,1099,993.87,16
10/21/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,1,1205.61,1249,1205.61,14
10/21/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,5,6002.7,1299,1200.54,7
10/28/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,18456.48,1099,1025.36,4
10/28/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6681.84,899,835.23,18
10/28/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,19,21059.6,1199,1108.4,19
10/28/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,5,5379.7,1099,1075.94,13
10/28/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,20,542.6,29.99,27.13,8
10/28/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,0,0,1299,1203.47,14
10/28/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,16,16910.56,1099,1056.91,6
10/28/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,12,14151.36,1249,1179.28,18
10/28/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,0,0,1199,1106.44,10
11/4/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,4,4363.36,1099,1090.84,12
11/4/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,7115.16,1249,1185.86,20
11/4/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6572.72,899,821.59,18
11/4/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,16,10157.12,649,634.82,14
11/4/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,14,17801.28,1299,1271.52,1
11/4/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,18,19791.36,1199,1099.52,24
11/4/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,16,9866.4,649,616.65,1
11/4/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,26,22071.66,899,848.91,15
11/4/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,6,6497.7,1099,1082.95,14
11/11/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,18,15626.52,899,868.14,16
11/11/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,12,12111.36,1099,1009.28,9
11/11/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11044.26,1299,1227.14,2
11/11/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,14,8282.12,649,591.58,10
11/11/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,1,1258.85,1299,1258.85,12
11/11/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,24,27747.84,1199,1156.16,3
11/11/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,10,10184.2,1099,1018.42,18
11/11/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,8,8723.84,1199,1090.48,20
11/11/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,411.6,29.99,29.4,18
11/18/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,19,21276.01,1199,1119.79,14
11/18/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7249.2,649,604.1,19
11/18/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,14,389.48,29.99,27.82,15
11/18/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,13,14234.87,1099,1094.99,7
11/18/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,17,19920.77,1249,1171.81,15
11/18/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,174.18,29.99,29.03,12
11/18/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,15,13355.1,899,890.34,9
11/18/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,1,620.17,649,620.17,19
11/18/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,18831.96,1099,1046.22,11
11/25/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,2,2439.56,1299,1219.78,9
11/25/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,9,9326.97,1099,1036.33,19
11/25/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13626.08,899,851.63,15
11/25/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,12,331.92,29.99,27.66,8
11/25/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,12,15558.72,1299,1296.56,17
11/25/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,7,7069.02,1099,1009.86,9
11/25/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,7,9079.77,1299,1297.11,19
11/25/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,12,7070.64,649,589.22,15
11/25/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,18,510.12,29.99,28.34,6
12/2/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,19,19341.81,1099,1017.99,3
12/2/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,19,11666.76,649,614.04,17
12/2/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,9,11048.22,1299,1227.58,6
12/2/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,5,146.95,29.99,29.39,16
12/2/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,3,3287.43,1199,1095.81,4
12/2/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,16,13318.24,899,832.39,1
12/2/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,9,7344.9,899,816.1,2
12/2/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,11,11392.48,1099,1035.68,18
12/2/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,20,23448.2,1199,1172.41,7
12/9/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,9,248.94,29.99,27.66,11
12/9/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,7,8212.89,1249,1173.27,14
12/9/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,15,13081.65,899,872.11,5
12/9/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4787.72,1199,1196.93,4
12/9/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,15,18362.55,1249,1224.17,6
12/9/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,10,6460.6,649,646.06,12
12/9/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,2,1685.52,899,842.76,5
12/9/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,13,15393.56,1249,1184.12,19
12/9/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,6,164.58,29.99,27.43,4
12/16/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4462.4,899,892.48,5
12/16/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,3,3031.65,1099,1010.55,1
12/16/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,17,10639.62,649,625.86,5
12/16/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,6,6889.2,1249,1148.2,7
12/16/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,1,872.91,899,872.91,14
12/16/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,4,4477.08,1199,1119.27,10
12/16/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,18,19146.24,1099,1063.68,9
12/16/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,19,22274.08,1249,1172.32,5
12/16/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,19,23990.73,1299,1262.67,1
12/23/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,5,3034.75,649,606.95,6
12/23/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,6,7791.54,1299,1298.59,15
12/23/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,14,16125.06,1199,1151.79,6
12/23/2024,204,Tablet,Apple,iPad,iPad Air,64 GB,7,4287.92,649,612.56,22
12/23/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,17,19990.98,1299,1175.94,5
12/23/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,14,12115.6,899,865.4,11
12/23/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,4,111.36,29.99,27.84,4
12/23/2024,202,Laptop,Dell,XPS,XPS 13,512 GB,1,1261.03,1299,1261.03,6
12/23/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4212.4,899,842.48,8
12/30/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,5,4289.85,899,857.97,18
12/30/2024,201,Smartphone,Apple,iPhone,iPhone 14 Pro,128 GB,1,1012.43,1099,1012.43,9
12/30/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6582.42,1199,1097.07,19
12/30/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,11,9628.41,899,875.31,10
12/30/2024,205,Accessory,Logitech,Logitech,Wireless Mouse,Standard,16,477.28,29.99,29.83,19
12/30/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,6,6520.74,1199,1086.79,16
12/30/2024,203,Smartphone,Samsung,Galaxy,S23 Ultra,256 GB,7,7838.11,1199,1119.73,5
12/30/2024,206,Laptop,Apple,MacBook,MacBook Air M2,256 GB,5,5733.7,1249,1146.74,13
12/30/2024,207,Smartphone,Google,Pixel,Pixel 8 Pro,128 GB,8,6662.4,899,832.8,18
